pair_ID	sentence_A	sentence_B	relatedness_score	entailment_judgment
6218	A man is sitting peacefully on a boat in front of the sunset near a flag	A man is on a boat in front of the sunset	4.5	ENTAILMENT
6224	The crowd is not watching two racing cars that are leaving the starting line	The crowd is watching two racing cars that are leaving the starting line	3.5	CONTRADICTION
6225	The crowd is watching two cars designed for racing that are leaving the starting line	People at a drag race are looking at the flames that are coming out of the cars	3.4	NEUTRAL
6232	A big dog and a small white dog are playing together	A big dog and a small dog with a white coat are playing together	4.5	ENTAILMENT
6233	A big dog and a small white dog are walking past each other	A big dog and a small white dog are playing together	3.9	NEUTRAL
6234	Two dogs are playing together on the grass	A big dog and a small dog with a white coat are playing together	3.8	NEUTRAL
6236	Two dogs are cheerfully playing together on the grass	A big dog and a small white dog are playing together	4.1	NEUTRAL
6239	A dog, which is brown, is jumping in the air	A brown dog is jumping in the air	4.9	ENTAILMENT
6241	A malnourished looking dog is standing on its hind legs and preparing to jump	The malnourished looking dog is standing on its hind legs and is preparing to jump	5	ENTAILMENT
6242	A healthy looking dog is lying on the ground	A malnourished looking dog is standing on its hind legs and preparing to jump	3	NEUTRAL
6243	The malnourished looking dog is standing on its hind legs and is preparing to jump	A brown dog is jumping in the air	2.9	NEUTRAL
6246	A brown dog is sitting down	A malnourished looking dog is standing on its hind legs and preparing to jump	2.5	NEUTRAL
6248	The cop is sitting on a police bike	The cop is sitting on a police bicycle	4.8	ENTAILMENT
6249	The cop is not sitting on a police bike	The cop is sitting on a police bike	3.5	CONTRADICTION
6250	A policeman is sitting tiredly on a motorcycle	A policeman is sitting on a motorcycle	4.6	ENTAILMENT
6253	A policeman is sitting tiredly on a motorcycle	The cop is sitting on a police bike	4.1	ENTAILMENT
6258	A policeman is sitting on a motorcycle	The cop is sitting on a police bike	4.2	ENTAILMENT
6259	Two women are wearing bikinis on the sandy beach	Two women are wearing bikinis on the beach which is sandy	4.9	ENTAILMENT
6263	Two women are wearing bikinis on the sandy beach	Two women are wearing bikinis and walking on the sand	4.4	NEUTRAL
6266	Two women are wearing bikinis and are walking on the sand	There are no women wearing bikinis on the sandy beach	3.5	CONTRADICTION
6267	Two women are wearing bikinis and are walking on the sand	Two women are wearing bikinis on the sandy beach	4.3	ENTAILMENT
6272	A dog with a golden coat is swimming clumsily through the water	A dog is swimming in a lake and the sun is shining on him	3.3	NEUTRAL
6278	A black dog is sitting in the grass and keeping its mouth closed	A black dog is running in the grass and its tongue is hanging out	3.6	CONTRADICTION
6286	A black dog is hanging out in the grass and running with its tongue out	A black dog is running in the grass	4.8	ENTAILMENT
6288	The cheerleaders are parading and wearing uniforms which are black, pink and white	The cheerleaders are parading and wearing black, pink and white uniforms	4.8	ENTAILMENT
6290	A large group of cheerleaders is walking in a parade	Many cheerleaders are walking in a parade	4.8	ENTAILMENT
6291	A large group of cheerleaders is walking in a parade	There is no large group of cheerleaders walking in a parade	4.4	CONTRADICTION
6292	Many cheerleaders are walking in a parade	The cheerleaders are parading and wearing black, pink and white uniforms	3.6	NEUTRAL
6293	There is no large group of cheerleaders walking in a parade	The cheerleaders are parading and wearing black, pink and white uniforms	3.7	NEUTRAL
6295	A large group of cheerleaders is walking in a parade	The cheerleaders are not parading and are not wearing black, pink and white uniforms	3.5	NEUTRAL
6297	The man is sitting outside under a purple umbrella	The man is sitting outdoors under a purple umbrella	5	ENTAILMENT
6299	A shoeless woman is sitting on a blanket under a lavender umbrella	A woman, who is shoeless, is sitting on a blanket under a lavender umbrella	4.8	ENTAILMENT
6300	A shoeless woman is sitting on a blanket under a lavender umbrella	A shoeless woman is standing over a blanket near a lavender umbrella	3.8	NEUTRAL
6301	A woman, who is shoeless, is sitting on a blanket under a lavender umbrella	The man is sitting outside under a purple umbrella	1.8	NEUTRAL
6302	A shoeless woman is standing over a blanket near a lavender umbrella	The man is sitting outside under a purple umbrella	2.835	NEUTRAL
6305	A shoeless woman is sitting on a blanket under a lavender umbrella	The man is sitting outside under a purple umbrella	3	NEUTRAL
6306	The woman is playing with two young boys at a park	A woman is playing with two young boys at a park	5	ENTAILMENT
6307	A woman is playing with two young boys at a park	There is no woman playing with two young boys at a park	4.3	CONTRADICTION
6308	A lady is standing near three children	A woman is standing near three children	4.9	ENTAILMENT
6309	A woman is standing near three children	There is no woman standing near three children	3.7	CONTRADICTION
6310	A woman is playing with two young boys at a park	A lady is standing near three children	3	NEUTRAL
6311	There is no woman standing near three children	A woman is playing with two young boys at a park	2.7	NEUTRAL
6313	A woman is standing near three children	There is no woman playing with two young boys at a park	2.1	NEUTRAL
6316	A yellow dog is stopping on white snow on a sunny day	A yellow dog is running on white snow on a sunny day	3.5	CONTRADICTION
6317	A tan dog is running through the snow	A dog, which is tan, is running through the snow	4.9	ENTAILMENT
6318	A tan dog is resting in the snow	A tan dog is running through the snow	3.7	NEUTRAL
6319	A yellow dog is running on white snow on a sunny day	A dog, which is tan, is running through the snow	3.8	ENTAILMENT
6321	A yellow dog is running on white snow on a very sunny day	A tan dog is running through the snow	3	NEUTRAL
6326	A girl is wearing jeans and a pink shirt and is running	A girl is running with a pink shirt and is not wearing jeans	3.9	NEUTRAL
6327	The little girl in a pink shirt is running under a tree in the desert	A little girl in a pink shirt is running under a tree in the desert	4.9	ENTAILMENT
6333	The little girl in a pink shirt is running under a tree in the desert	A girl is running with a pink shirt and is not wearing jeans	3.2	NEUTRAL
6334	A girl is wearing jeans and a pink shirt and is running	The little girl in a pink shirt is running under a tree in the desert	3.8	NEUTRAL
6335	The white dog wearing reindeer ears is close to a brown dog	The white dog wearing reindeer ears is near a brown dog	4.9	ENTAILMENT
6336	The white dog wearing reindeer ears is near a brown dog	The white dog is not wearing reindeer ears and isn't near a brown dog	3.6	CONTRADICTION
6337	The white reindeer wearing dog ears is near a brown reindeer	The white dog wearing reindeer ears is near a brown dog	3.3	NEUTRAL
6338	A white dog is wearing a Christmas reindeer headband and is playing with a brown dog in the grass	A white dog is wearing a Christmas reindeer headband and is playing with a dog with a brown coat in the grass	4.5	ENTAILMENT
6342	The white dog wearing reindeer ears is close to a brown dog	A white dog is wearing a Christmas reindeer headband and is playing with a brown dog in the grass	4.2	NEUTRAL
6345	A white dog is wearing a Christmas reindeer headband and is playing with a brown dog in the grass	The white dog wearing reindeer ears is near a brown dog	4.4	ENTAILMENT
6346	A child, who is young, is riding a bike on a rough dirt path	A young child is riding a bike on a rough dirt path	4.9	ENTAILMENT
6347	A young child is walking with a bike on a rough dirt path	A young child is riding a bike on a rough dirt path	3.7	NEUTRAL
6348	The young boy is riding a dirt bike through the mud	A young boy is riding a dirt bike through the mud	4.9	ENTAILMENT
6349	A young boy is riding a dirt bike through the mud	There is no young boy riding a dirt bike through the mud	3.7	CONTRADICTION
6350	A young child is riding a bike on a rough dirt path	The young boy is riding a dirt bike through the mud	3.8	NEUTRAL
6353	A young child is walking with a bike on a rough dirt path	A young boy is riding a dirt bike through the mud	3.4	NEUTRAL
6357	The woman in a red costume is leaning against a wall made of bricks and playing an instrument	The woman in a red costume is leaning against a brick wall and playing an instrument	4.8	ENTAILMENT
6359	The woman in a red costume is leaning against a wall made of bricks and playing an instrument	A woman in a red dress is playing an instrument	4	ENTAILMENT
6360	The woman in a red costume is not leaning against a brick wall and is not playing an instrument	A woman in a red dress is playing an instrument	3.9	NEUTRAL
6362	A woman in a red dress is putting away an instrument	The woman in a red costume is leaning against a brick wall and playing an instrument	3.1	NEUTRAL
6363	A woman in a red dress is playing an instrument	The woman in a red costume is leaning against a brick wall and playing an instrument	4	NEUTRAL
6366	A young child is wearing a white coat and playing a game	A child, who is young, is wearing a white coat and playing a game	4.9	ENTAILMENT
6368	A young gamer is playing with a child wearing a white coat	A young child is wearing a white coat and playing a game	3.635	NEUTRAL
6370	The child is playing with toys outdoors	There is no young child wearing a white coat and playing a game	2.7	CONTRADICTION
6372	The child is delightedly playing with toys outdoors	A young child is wearing a white coat and playing a game	2.8	NEUTRAL
6373	A young child is wearing a white coat and playing a game	The child is playing with toys indoors	3	NEUTRAL
6375	The man is wearing a wetsuit and is riding a surfboard	The person is wearing a wetsuit and is riding a surfboard	4.5	ENTAILMENT
6377	A surfer is leaning on a surfboard	The surfer is leaning on a surfboard	5	ENTAILMENT
6381	There is no surfer leaning on a surfboard	The man is wearing a wetsuit and is riding a surfboard	3	NEUTRAL
6382	A surfer is leaning the surfboard against a wall	The man is wearing a wetsuit and is riding a surfboard	2.6	NEUTRAL
6385	The man is wearing a wetsuit and is riding a surfboard	A surfer is leaning on a surfboard	3.4	NEUTRAL
6386	A waterfall is flowing calmly into a shallow pool	A waterfall is flowing into a shallow pool	4.5	ENTAILMENT
6387	A waterfall is flowing out of a shallow pool	A waterfall is flowing into a shallow pool	3.5	NEUTRAL
6390	A waterfall is flowing into a shallow pool	The people are walking on the road beside a waterfall, which is beautiful	2.5	NEUTRAL
6392	The people are walking on the road beside a beautiful waterfall	A waterfall is flowing calmly into a shallow pool	2.7	NEUTRAL
6395	A dog is herding a group of white sheep on a dusty farm	A dog is herding a pack of white sheep on a dusty farm	5	ENTAILMENT
6397	A sheepdog is grouping a herd of sheep	The sheepdog is grouping a herd of sheep	5	ENTAILMENT
6402	A sheepdog is grouping a herd of sheep	A dog is scattering a pack of white sheep on a dusty farm	3.6	NEUTRAL
6404	The male, who is dark skinned, is standing on one hand in front of a yellow building	The dark skinned male is standing on one hand in front of a yellow building	5	ENTAILMENT
6405	The dark skinned male is standing on one hand in front of a yellow building	The dark skinned male is not standing on one hand in front of a yellow building	4	CONTRADICTION
6407	A black man is skillfully break dancing on the pavement	A black man is break dancing on the pavement	4.7	ENTAILMENT
6411	The male, who is dark skinned, is standing on one hand in front of a yellow building	A black man is break dancing on the pavement	2.7	NEUTRAL
6412	The dark skinned male is not standing on one hand in front of a yellow building	A black man is break dancing on the pavement	3	NEUTRAL
6417	A person who rides bikes, in a black and red uniform, is standing on a dirt bike	A bike rider in a black and red uniform is standing on a dirt bike	4.8	ENTAILMENT
6419	A bike rider in a black and red uniform is standing on a dirt bike	A black bike rider in a red bike uniform is standing in the dirt	3.7	NEUTRAL
6420	A person is riding a bike	A person who rides bikes, in a black and red uniform, is standing on a dirt bike	3	NEUTRAL
